%# Station Name        Ft. Pierce Inlet
%# Station ID          FPI0901             
%# Orientation         Up (Bottom Mounted)
%# Time Zone           UTC            
%# Approx. Depth       6.6ft / 2.01m  
%# Blank rows indicate missing data. See our data
%# disclaimer online.
%#
%# Date      Time        Speed (knots) Dir (true)
2008 12 08 21 35 00      1.69         261
2008 12 08 21 45 00      1.54         259
2008 12 08 21 55 00      1.38         260
2008 12 08 22 05 00      1.22         260
2008 12 08 22 15 00      1.04         260
2008 12 08 22 25 00      0.86         259
2008 12 08 22 35 00      0.61         261
2008 12 08 22 45 00      0.34         263
2008 12 08 22 55 00      0.09         270
2008 12 08 23 05 00      0.30          80
2008 12 08 23 15 00      0.50          74
2008 12 08 23 25 00      0.80          81
2008 12 08 23 35 00      1.30          80
2008 12 08 23 45 00      1.71          80
2008 12 08 23 55 00      1.94          80
2008 12 09 00 05 00      2.20          80
2008 12 09 00 15 00      2.40          81
2008 12 09 00 25 00      2.59          82
2008 12 09 00 35 00      2.68          82
2008 12 09 00 45 00      2.69          81
2008 12 09 00 55 00      2.94          81
2008 12 09 01 05 00      3.18          81
2008 12 09 01 15 00      3.11          83
2008 12 09 01 25 00      3.16          82
2008 12 09 01 35 00      3.17          82
2008 12 09 01 45 00      3.30          82
2008 12 09 01 55 00      3.32          80
2008 12 09 02 05 00      3.29          81
2008 12 09 02 15 00      3.11          82
2008 12 09 02 25 00      3.08          81
2008 12 09 02 35 00      3.09          82
2008 12 09 02 45 00      2.97          81
2008 12 09 02 55 00      2.94          81
2008 12 09 03 05 00      2.78          81
2008 12 09 03 15 00      2.73          81
2008 12 09 03 25 00      2.62          81
2008 12 09 03 35 00      2.52          82
2008 12 09 03 45 00      2.36          83
2008 12 09 03 55 00      2.25          83
2008 12 09 04 05 00      2.02          83
2008 12 09 04 15 00      2.00          85
2008 12 09 04 25 00      2.02          81
2008 12 09 04 35 00      1.93          83
2008 12 09 04 45 00      1.58          83
2008 12 09 04 55 00      1.30          84
2008 12 09 05 05 00      1.10          85
2008 12 09 05 15 00      0.92          88
2008 12 09 05 25 00      0.43          89
2008 12 09 05 35 00      0.10         131
2008 12 09 05 45 00      0.11         258
2008 12 09 05 55 00      0.40         270
2008 12 09 06 05 00      0.82         260
2008 12 09 06 15 00      1.21         256
2008 12 09 06 25 00      1.95         255
2008 12 09 06 35 00      2.29         257
2008 12 09 06 45 00      2.33         259
2008 12 09 06 55 00      2.44         259
2008 12 09 07 05 00      2.48         259
2008 12 09 07 15 00      2.67         260
2008 12 09 07 25 00      2.62         260
2008 12 09 07 35 00      2.70         259
2008 12 09 07 45 00      2.78         259
2008 12 09 07 55 00      2.79         259
2008 12 09 08 05 00      2.85         259
2008 12 09 08 15 00      2.78         259
2008 12 09 08 25 00      2.90         259
2008 12 09 08 35 00      2.91         259
2008 12 09 08 45 00      2.95         259
2008 12 09 08 55 00      3.03         259
2008 12 09 09 05 00      2.98         259
2008 12 09 09 15 00      3.02         259
2008 12 09 09 25 00      2.91         258
2008 12 09 09 35 00      2.89         259
2008 12 09 09 45 00      2.78         258
2008 12 09 09 55 00      2.72         259
2008 12 09 10 05 00      2.60         259
2008 12 09 10 15 00      2.49         257
2008 12 09 10 25 00      2.49         258
2008 12 09 10 35 00      2.42         259
2008 12 09 10 45 00      2.31         259
2008 12 09 10 55 00      2.12         258
2008 12 09 11 05 00      1.94         260
2008 12 09 11 15 00      1.78         259
2008 12 09 11 25 00      1.49         258
2008 12 09 11 35 00      1.34         260
2008 12 09 11 45 00      1.07         260
2008 12 09 11 55 00      0.77         260
2008 12 09 12 05 00      0.53         258
2008 12 09 12 15 00      0.13         281
2008 12 09 12 25 00      0.27          73
2008 12 09 12 35 00      0.64          78
2008 12 09 12 45 00      1.13          79
2008 12 09 12 55 00      1.64          80
2008 12 09 13 05 00      1.86          79
2008 12 09 13 15 00      2.02          80
2008 12 09 13 25 00      2.13          80
2008 12 09 13 35 00      2.35          80
2008 12 09 13 45 00      2.50          81
2008 12 09 13 55 00      2.48          81
2008 12 09 14 05 00      2.53          81
2008 12 09 14 15 00      2.66          80
2008 12 09 14 25 00      2.75          80
2008 12 09 14 35 00      2.78          81
2008 12 09 14 45 00      2.95          80
2008 12 09 14 55 00      3.11          80
2008 12 09 15 05 00      3.18          80
2008 12 09 15 15 00      3.20          81
2008 12 09 15 25 00      3.13          81
2008 12 09 15 35 00      3.15          81
2008 12 09 15 45 00      2.98          81
2008 12 09 15 55 00      2.95          81
2008 12 09 16 05 00      2.86          80
2008 12 09 16 15 00      2.64          81
2008 12 09 16 25 00      2.54          81
2008 12 09 16 35 00      2.50          81
2008 12 09 16 45 00      2.43          81
2008 12 09 16 55 00      2.26          79
2008 12 09 17 05 00      2.16          80
2008 12 09 17 15 00      2.09          81
2008 12 09 17 25 00      1.99          79
2008 12 09 17 35 00      1.87          79
2008 12 09 17 45 00      1.69          79
2008 12 09 17 55 00      1.53          79
2008 12 09 18 05 00      1.35          80
2008 12 09 18 15 00      1.15          82
2008 12 09 18 25 00      1.01          82
2008 12 09 18 35 00      0.89          82
2008 12 09 18 45 00      0.65          90
2008 12 09 18 55 00      0.31          94
2008 12 09 19 05 00      0.08          96
2008 12 09 19 15 00      0.21         246
2008 12 09 19 25 00      0.49         260
2008 12 09 19 35 00      0.61         266
2008 12 09 19 45 00      1.00         261
2008 12 09 19 55 00      1.48         258
2008 12 09 20 05 00      1.80         259
2008 12 09 20 15 00      1.81         258
2008 12 09 20 25 00      1.92         259
2008 12 09 20 35 00      2.02         260
2008 12 09 20 45 00      2.12         259
2008 12 09 20 55 00      2.14         259
2008 12 09 21 05 00      2.10         259
2008 12 09 21 15 00      2.13         259
2008 12 09 21 25 00      2.11         259
2008 12 09 21 35 00      2.12         259
2008 12 09 21 45 00      2.11         259
2008 12 09 21 55 00      2.12         259
2008 12 09 22 05 00      2.02         259
2008 12 09 22 15 00      1.92         258
2008 12 09 22 25 00      1.79         260
2008 12 09 22 35 00      1.69         260
2008 12 09 22 45 00      1.50         259
2008 12 09 22 55 00      1.22         259
2008 12 09 23 05 00      1.09         259
2008 12 09 23 15 00      0.82         257
2008 12 09 23 25 00      0.60         260
2008 12 09 23 35 00      0.30         267
2008 12 09 23 45 00      0.08          76
2008 12 09 23 55 00      0.47          76
2008 12 10 00 05 00      0.91          79
2008 12 10 00 15 00      1.44          79
2008 12 10 00 25 00      1.77          80
2008 12 10 00 35 00      1.90          79
2008 12 10 00 45 00      2.14          80
2008 12 10 00 55 00      2.25          80
2008 12 10 01 05 00      2.34          80
2008 12 10 01 15 00      2.58          81
2008 12 10 01 25 00      2.57          83
2008 12 10 01 35 00      2.72          81
2008 12 10 01 45 00      2.79          81
2008 12 10 01 55 00      2.89          81
2008 12 10 02 05 00      2.98          80
2008 12 10 02 15 00      3.06          80
2008 12 10 02 25 00      3.15          80
2008 12 10 02 35 00      3.19          80
2008 12 10 02 45 00      3.20          80
2008 12 10 02 55 00      3.15          80
2008 12 10 03 05 00      3.04          79
2008 12 10 03 15 00      2.99          78
2008 12 10 03 25 00      2.93          80
2008 12 10 03 35 00      2.92          80
2008 12 10 03 45 00      2.94          80
2008 12 10 03 55 00      2.94          79
2008 12 10 04 05 00      2.86          81
2008 12 10 04 15 00      2.80          80
2008 12 10 04 25 00      2.73          80
2008 12 10 04 35 00      2.55          79
2008 12 10 04 45 00      2.38          79
2008 12 10 04 55 00      2.22          80
2008 12 10 05 05 00      2.08          80
2008 12 10 05 15 00      1.89          81
2008 12 10 05 25 00      1.74          81
2008 12 10 05 35 00      1.64          81
2008 12 10 05 45 00      1.44          83
2008 12 10 05 55 00      1.30          82
2008 12 10 06 05 00      1.17          85
2008 12 10 06 15 00      0.87          86
2008 12 10 06 25 00      0.58          87
2008 12 10 06 35 00      0.25          89
2008 12 10 06 45 00      0.13         222
2008 12 10 06 55 00      0.66         255
2008 12 10 07 05 00      0.95         262
2008 12 10 07 15 00      1.32         258
2008 12 10 07 25 00      1.91         254
2008 12 10 07 35 00      2.13         258
2008 12 10 07 45 00      2.22         256
2008 12 10 07 55 00      2.43         258
2008 12 10 08 05 00      2.61         259
2008 12 10 08 15 00      2.77         259
2008 12 10 08 25 00      2.80         260
2008 12 10 08 35 00      2.90         260
2008 12 10 08 45 00      3.05         259
2008 12 10 08 55 00      3.05         259
2008 12 10 09 05 00      3.19         259
2008 12 10 09 15 00      3.24         260
2008 12 10 09 25 00      3.13         259
2008 12 10 09 35 00      3.19         259
2008 12 10 09 45 00      3.31         259
2008 12 10 09 55 00      3.23         259
2008 12 10 10 05 00      3.30         259
2008 12 10 10 15 00      3.16         259
2008 12 10 10 25 00      3.15         258
2008 12 10 10 35 00      3.20         259
2008 12 10 10 45 00      3.09         258
2008 12 10 10 55 00      3.09         259
2008 12 10 11 05 00      2.92         259
2008 12 10 11 15 00      2.86         259
2008 12 10 11 25 00      2.75         259
2008 12 10 11 35 00      2.62         259
2008 12 10 11 45 00      2.42         259
2008 12 10 11 55 00      2.42         258
2008 12 10 12 05 00      2.20         259
2008 12 10 12 15 00      2.04         257
2008 12 10 12 25 00      1.88         260
2008 12 10 12 35 00      1.54         258
2008 12 10 12 45 00      1.21         257
2008 12 10 12 55 00      0.99         257
2008 12 10 13 05 00      0.66         259
2008 12 10 13 15 00      0.22         251
2008 12 10 13 25 00      0.16          85
2008 12 10 13 35 00      0.57          80
2008 12 10 13 45 00      1.02          80
2008 12 10 13 55 00      1.62          80
2008 12 10 14 05 00      1.91          80
2008 12 10 14 15 00      2.13          80
2008 12 10 14 25 00      2.44          80
2008 12 10 14 35 00      2.59          81
2008 12 10 14 45 00      2.88          81
2008 12 10 14 55 00      2.83          82
2008 12 10 15 05 00      2.93          82
2008 12 10 15 15 00      3.10          80
2008 12 10 15 25 00      3.47          80
2008 12 10 15 35 00      3.51          82
2008 12 10 15 45 00      3.35          82
2008 12 10 15 55 00      3.34          82
2008 12 10 16 05 00      3.30          82
2008 12 10 16 15 00      3.24          80
2008 12 10 16 25 00      3.11          81
2008 12 10 16 35 00      3.11          80
2008 12 10 16 45 00      3.08          80
2008 12 10 16 55 00      2.97          80
2008 12 10 17 05 00      2.91          81
2008 12 10 17 15 00      2.80          81
2008 12 10 17 25 00      2.72          81
2008 12 10 17 35 00      2.63          80
2008 12 10 17 45 00      2.64          81
2008 12 10 17 55 00      2.55          80
2008 12 10 18 05 00      2.40          80
2008 12 10 18 15 00      2.29          80
2008 12 10 18 25 00      2.15          80
2008 12 10 18 35 00      2.03          79
2008 12 10 18 45 00      1.88          79
2008 12 10 18 55 00      1.66          81
2008 12 10 19 05 00      1.48          81
2008 12 10 19 15 00      1.31          81
2008 12 10 19 25 00      1.17          82
2008 12 10 19 35 00      0.91          83
2008 12 10 19 45 00      0.74          88
2008 12 10 19 55 00      0.43          94
2008 12 10 20 05 00      0.10         160
2008 12 10 20 15 00      0.34         243
2008 12 10 20 25 00      0.61         259
2008 12 10 20 35 00      0.81         262
2008 12 10 20 45 00      1.15         259
2008 12 10 20 55 00      1.56         254
2008 12 10 21 05 00      1.77         257
2008 12 10 21 15 00      1.82         259
2008 12 10 21 25 00      1.98         261
2008 12 10 21 35 00      2.06         259
2008 12 10 21 45 00      2.11         259
2008 12 10 21 55 00      2.13         259
2008 12 10 22 05 00      2.05         260
2008 12 10 22 15 00      2.08         259
2008 12 10 22 25 00      2.00         259
2008 12 10 22 35 00      1.96         258
2008 12 10 22 45 00      1.92         259
2008 12 10 22 55 00      1.85         259
2008 12 10 23 05 00      1.75         259
2008 12 10 23 15 00      1.61         259
2008 12 10 23 25 00      1.41         258
2008 12 10 23 35 00      1.35         259
2008 12 10 23 45 00      1.20         259
2008 12 10 23 55 00      1.01         262
